name,ID,bio
Janos Slynt,Janos_Slynt,"Janos Slynt is the founder of House Slynt and commander of the City Watch of King's Landing. His father was a butcher. In the television adaptation Game of Thrones, Janos is portrayed by Dominic Carter. Janos was born the son of a butcher in King's Landing. While captain of the Iron Gate, he was raised to Commander of the City Watch of King's Landing, the so-called gold cloaks, after the death of the previous commander, Manly_Stokeworth. During his rule as commander of the gold cloaks, Janos was known for taking bribes and selling positions and promotions. By the end of his tenure, over half the officers were paying him part of their salaries. Lord Jon_Arryn, the Hand of the King to Robert_I_Baratheon, discovered this, and had two men who were willing to come forward to testify against Janos, but both were found dead a short time later. Robert ackowledged Janos's corruption, but allowed him to remain in his position, arguing his successor might be worse. The king's brother, Lord Stannis_Baratheon, was certain Lord Petyr_Baelish had convinced Robert to retain Janos."
Janyce Hunter,Janyce_Hunter,"Janyce Hunter is a noblewoman of House Hunter, and the wife of Edwyn_Frey. They have one daughter, Walda_Frey_(daughter_of_Edwyn)."
Jaqen H'ghar,Jaqen_H'ghar,"Jaqen H'ghar is a sellsword from Lorath. He is taken as a criminal from the black cells by Yoren to join the Night's Watch. In the television adaptation Game of Thrones, Jaqen is portrayed mainly by Tom Wlaschiha, and a variety of additional actors when he is wearing different faces, including Patrick O'Kane, Cedric Henderson, and Faye Marsay. Jaqen claims he was once of the Free City of Lorath, and that his sire is long dead."
Jar Han,Jar_Han,"Jar Han was a God-Emperor of the Golden Empire of Yi Ti and the eight member of his dynasty. Under Han's rule, the Golden Empire reached the apex of its power that had began under the rule of his father, Jar_Har and then his elder brother, Jar_Joq. Jar Han exacted tribute from Qarth, Old Ghis, and Asshai."
Jar Har,Jar_Har,"Jar Har was a God-Emperor of the Golden Empire of Yi Ti and the sixth member of his dynasty. Under Har's rule, the Golden Empire began the apex of its power with the conquest of Leng. He had at least two sons: Jar_Joq, his successor, and Jar_Han. The periodic slaughter of foreigners on Leng was ended by Jar Har. He also sent warriors to the subterranean ruins of Leng, though they returned mad, or not at all. Thus he finally decreed the vast underground ruins of the island should be sealed up and forgotten and entering such places be punished with torture and death."
Jar Joq,Jar_Joq,"Jar Joq was a God-Emperor of the Golden Empire of Yi Ti and the seventh member of his dynasty. Under Joq's rule, the Golden Empire continued the apex of its power with the conquest of Great Moraq. He succeeded his father, Jar_Har, and was in turn succeeded by his younger brother, Jar_Han."
Jared Frey,Jared_Frey,"Jared Frey is a knight of House Frey. He is the fourth son of Lord Walder_Frey, the first son born from his second wife, Cyrenna_Swann. He is married to his cousin Alys_Frey and has two children, Ser Tytos_Frey and Kyra_Frey. Jared was too old to ride in the tourney on Prince Joffrey's name day held in King's Landing in 298 AC."
Jaremy Rykker,Jaremy_Rykker,"Jaremy Rykker is a ranger of the Night's Watch and a knight from House Rykker. In the television adaptation Game of Thrones, Jaremy is portrayed by Jeffrey O'Brien. Jaremy remained loyal to Aerys_II_Targaryen during Robert's Rebellion, and fought on the battlements during the Sack of King's Landing. Afterwards, he was given the choice by Lord Tywin_Lannister between the Wall or execution. Both Jaremy and Ser Alliser_Thorne joined the Night's Watch."
Jarl,Jarl,"No more than twenty years old by 299 AC, Jarl has been a raider for eight years, having gone over the Wall with the Weeper and Alfyn_Crowkiller. He has led his own band of raiders."
Jarman Buckwell,Jarman_Buckwell,Jarman Buckwell is a knight from House Buckwell. He is a senior ranger of the Night's Watch.
Jason Hightower,Jason_Hightower,"Jason Hightower was a head of House Hightower and Lord of the Hightower. Jason doubled the wealth of Oldtown, after his father, Lord Jeremy_Hightower, had already done the same in his time. Jason also rebuilt the Hightower a hundred feet taller."
Jason Mallister,Jason_Mallister,"Jason Mallister is the Lord of Seagard and the head of House Mallister. He has at least one son, Patrek_Mallister. Jason is known to have been the Lord of Seagard since about 278 AC.[N 1] Lord Jason is a renowned tourney knight, participating in several tourneys over the years. He was defeated in Lord Steffon's tourney at Storm's End by Ser Barristan_Selmy.[N 2] During Robert's Rebellion, Jason attended the weddings of Catelyn and Lysa Tully at Riverrun, where his gifts were lavish. Jason jested with Ser Brynden_Tully during the wedding feast. Lord Mallister fought in the Battle of the Trident, slaying three of Rhaegar's bannermen. During Greyjoy's Rebellion in 289 AC, Jason killed Rodrik_Greyjoy beneath the walls of Seagard, throwing the ironborn reavers back into the sea. After the defeat of the rebellion, King Robert_I_Baratheon ordered a tourney at Lannisport to celebrate his victory. There, Lord Jason was defeated by the eventual champion, Lord Jorah_Mormont."
Jason Lannister,Jason_Lannister,"Jason Lannister was the Lord of Casterly Rock, the Shield of Lannisport, the Warden of the West, and the head of House Lannister during the reigns of kings Viserys_I_Targaryen and Aegon_II_Targaryen. He was the older twin of Ser Tyland_Lannister. In the television adaptation House of the Dragon, Jason is portrayed by Jefferson Hall. When Princess Rhaenyra_Targaryen visited the westerlands in 112 AC, Ser Jason and his younger twin, Ser Tyland_Lannister, vied for the hand of the princess during a feast at Casterly Rock. Both the twins showered her with gifts without success. When the Dance of the Dragons began in 129 AC, Ser Tyland served as master of coin to King Aegon_II_Targaryen. His brother's close association with the Iron Throne and his favored position at court brought Lord Jason into the Dance supporting the greens against Rhaenyra's claim. Lord Jason gathered a formidable host of a thousand knights and seven thousand archers and men-at-arms. Prince Aemond_Targaryen had Jason and his host descend on the riverlands from the Red Fork. In the Battle at the Red Fork, the riverlords rushed to meet Jason's host in battle. The westermen tried to cross the ford three times, but were turned back. In the third attempt, Lord Jason was mortally wounded by Pate_of_Longleaf, a grizzled squire. While Jason was dying of his wounds, Ser Adrian_Tarbeck took command of the westermen and shattered the riverlords' host. Lord Jason died from his wounds not long after, leaving Casterly Rock in disarray. Jason was succeeded as Lord of Casterly Rock by his young son, Loreon. For his actions, Pate was knighted by Lord Petyr_Piper and dubbed ""Longleaf the Lionslayer"". Jason's widow, Lady Johanna_Lannister, defended the westerlands from the Red Kraken, Lord Dalton_Greyjoy. With most of the Lannister strength in the riverlands, the ironborn descended on the thinly defended westerlands, sacking Lannisport and seizing hundreds of women, including Lord Jason's favorite mistress and his natural daughters."
Jason Lannister,Jason_Lannister_(son_of_Gerold),"Jason Lannister was a knight from House Lannister. He was the fourth and youngest son of Lord Gerold_Lannister and his second wife, Lady Rohanne_Webber. Jason was born the youngest of four children to Lord Gerold_Lannister and his second wife, Lady Rohanne_Webber. His mother disappeared within a year after his birth. Jason grew up at Casterly Rock where he often quarreled with his weak-willed brother, Lord Tytos_Lannister. At age fourteen, he sired a bastard daughter, Lynora_Hill, by a serving girl. At fifteen, he deflowered Lord Lord_Stackspear_(father_of_Alys)'s maiden daughter, the Lady Alys_Stackspear, getting her with child as well. In a rare display of firmness, Lord Tytos insisted that his brother marry the girl, though most believe this was done at the behest of Tytos's wife, the Lady Jeyne_Marbrand. Lady Alys died in childbirth, giving Jason a son named Damon_Lannister_(son_of_Jason). Anxious to avoid further scandals and bastards, Tytos and Jeyne gave Jason a fortnight to mourn, and then compelled him to wed again, this time to Lord Prester's daughter, the Lady Marla_Prester. Though she was twice his age, she gave Jason three daughters and three sons. After the marriage, Jason departed Casterly Rock to reside with his lady wife at Feastfires, to the relief of even Casterly Rock's maester Beldon. When the War of the Ninepenny Kings broke out in 260 AC, as Lord Tytos was no warrior, Ser Jason was given command of the westerlands host—a thousand knights and ten thousand men-at-arms—at the Stepstones. Jason died on Bloodstone. By some later accounts, he was slain by the Blackfyre pretender, Maelys the Monstrous, but contemporary accounts suggest that it was a flux of the bowels that killed Ser Jason. After his death, Lord Roger_Reyne seized command of the westermen host."
Jasper Arryn,Jasper_Arryn,"Jasper Arryn was a head of House Arryn whose titles included Lord of the Eyrie, Defender of the Vale, and Warden of the East. He was the father of Jon_Arryn, Alys_Arryn and Ronnel_Arryn_(son_of_Jasper)."
Jasper Redfort,Jasper_Redfort,Jasper Redfort is a knight of House Redfort. He is the eldest son and heir of Lord Horton_Redfort of Redfort.
Jasper Waynwood,Jasper_Waynwood,"Jasper Waynwood  was a nobleman of House Waynwood, the only son of Ser Elys_Waynwood and Lady Alys_Arryn. He was presumably named after his maternal grandfather, Lord Jasper_Arryn of the Eyrie. Jasper died at the age of three after getting kicked in the head by a horse."
Jasper Wylde,Jasper_Wylde,"Jasper Wylde, called Ironrod by the smallfolk, was the Lord of the Rain House and the head of House Wylde during the reigns of kings Viserys_I_Targaryen and Aegon_II_Targaryen. He served as master of laws for both kings. In the television adaptation House of the Dragon, Jasper is portrayed by Paul Kennedy. When King Viserys_I_Targaryen died in his sleep in 129 AC, Lord Jasper was called to the small council convened in the chambers of Queen Alicent_Hightower. Plans were made to crown Alicent's son as Aegon_II_Targaryen, instead of Princess Rhaenyra_Targaryen, who had been named Viserys's heir. With Lord Lyman_Beesbury the only member of the council in support of Rhaenyra, Jasper reminded him of the Great Council of 101 AC, and the Old King Jaehaerys_I_Targaryen in choosing Prince Baelon as his heir over Princess Rhaenys_Targaryen_(daughter_of_Aemon) in 92 AC. Jasper also discussed Aegon_I_Targaryen and his sister-wives Visenya_Targaryen and Rhaenys_Targaryen, and the Andal tradition wherein the rights of a trueborn son come before a daughter. When Grand Maester Orwyle asked about those not willing to bend the knee to Aegon II, Ironrod responded they would die as traitors. As the Dance of the Dragons progressed, Jasper advised Prince Regent Aemond_Targaryen to summon Lord Ormund_Hightower and Prince Daeron_Targaryen_(son_of_Viserys_I) from the Reach. Aemond, however, disregarded Jasper's caution, and instead headed for Harrenhal. Jasper was taken captive by Rhaenyra during the fall of King's Landing in 130 AC. Rhaenyra had several nobles executed for treason; Jasper was the second one beheaded, after Ser Otto_Hightower. To his death, Ironrod insisted that the Iron Throne goes to a king's son before a daughter."
Jate,Jate,"Jate serves with the force gathered to besiege Riverrun. After Ser Brynden_Tully escapes Riverrun, Jate is sent north under the command of Ser Dermot of the Rainwood to search for him. While Jate is on picket duty, the camp is attacked by wolves. Jate falls victim to the wolves, but informes Ser Dermot of seeing a Nymeria_(direwolf) leading the pack before dying."
Jate Blackberry,Jate_Blackberry,Jate Blackberry is a member of House Blackberry and is the captain of the gate at Dragonstone.
Jax,Jax,"Jax is a member of the free folk of the haunted forest who joins the Night's Watch. Well past forty, Jax has sons and grandsons."
Jayde,Jayde,Jayde is a whore at Chataya's brothel in King's Landing.
Jayne Bracken,Jayne_Bracken,"Jayne Bracken is a noblewoman of House Bracken, the second daughter of Lord Jonos_Bracken of Stone Hedge by his first wife."
Jayne Ladybright,Jayne_Ladybright,"Jayne Ladybright is Dornish noblewoman from House Ladybright. Her relation to Alyse_Ladybright, Sunspear's Lord treasurer, is unknown."
Jeffory Mallister,Jeffory_Mallister,"Jeffory Mallister was a member of House Mallister during the reign of King Aerys_II_Targaryen. When news of Lyanna_Stark's kidnapping by Prince Rhaegar_Targaryen reached her brother, Brandon_Stark, he raced to King's Landing accompanied by his party, which included Jeffory. Brandon and his party rode into the Red Keep demanding Rhaegar's head. Rhaegar's father, King Aerys_II_Targaryen, had them arrested and demanded that their fathers come to King's Landing to answer for their sons' crimes. Aerys had all of them killed save for Ethan_Glover."
Jeffory Norcross,Jeffory_Norcross,"Jeffory Norcross, better known as Neveryield, was a knight of House Norcross. He was a member of the Kingsguard at an unknown time."
Jellicoe,Jellicoe,"Maester Jellicoe was a maester of the Citadel that supposedly lived among the children of the forest. He suggested that the settlement at the top of the Whispering Sound that would eventually become Oldtown began as a trading post where ships from Valyria, Old Ghis, and the Summer Isles put in to replenish their provisions, make repairs, and trade with the ""elder races""[N 1]. According to this theory, Oldtown would date to the Dawn Age and predate even the arrival of the First Men to Westeros."
Jena Dondarrion,Jena_Dondarrion,"Jena Dondarrion was a member of House Dondarrion during the reign of King Daeron_II_Targaryen. Although the Marcher lords mistrusted King Daeron II and his heir, Jena married the Prince of Dragonstone, Baelor_Targaryen_(son_of_Daeron_II). Together they had two sons: Valarr_Targaryen and Matarys_Targaryen."
Jennelyn Fowler,Jennelyn_Fowler,"Jennelyn Fowler is a daughter of Lord Franklyn_Fowler, and a twin to Jeyne_Fowler. Jennelyn is the youngest of the two. In her youth, Princess Arianne_Martell played in the pools of the Water Gardens with Jeyne and Jennelyn, riding one of the twins' shoulders."
Jennis Templeton,Jennis_Templeton,"Jennis Templeton was a noblewoman from House Templeton, companion to Queen Alysanne_Targaryen, and later Lady of Uplands during the reign of King Jaehaerys_I_Targaryen. Jennis Templeton was a companion to Queen Alysanne_Targaryen on Dragonstone from 51 AC. During the second wedding of King Jaehaerys and Queen Alysanne, Jennis helped to disrobe the king as part of the bedding ceremony. During Alysanne's pregnancy with Princess Daenerys_Targaryen_(daughter_of_Jaehaerys_I), she sent Jennis to hold women's courts in her place. In 55 AC, Jennis married Lord Mullendore of Uplands as arranged by Alysanne. It was considered an exceptional match for her, and a triumph for the queen."
Jenny of Oldstones,Jenny_of_Oldstones,"Jenny of Oldstones was the wife of Duncan_Targaryen, the Prince of Dragonflies. There are many songs written about her, including Jenny's song, which the Ghost_of_High_Heart always wants to hear. Jenny claimed descent from long-vanished kings of the First Men. The ruined castle of Oldstones was once the seat of House Mudd. Duncan_Targaryen, the Prince of Dragonstone, met Jenny while traveling the riverlands in 239 AC. The prince loved Jenny so much he married her against the wishes of his father, King Aegon_V_Targaryen, breaking his betrothal to the daughter of Lyonel_Baratheon, Lord of Storm's End. King Aegon tried to have the marriage undone, but Duncan refused to give Jenny up, ultimately relinquishing his rights to the Iron Throne for her, while the outraged Lyonel led a short-lived rebellion. Duncan became known as the Prince of Dragonflies, while his younger brother Jaehaerys_II_Targaryen became Prince of Dragonstone and the new heir. Jenny was titled ""Lady"" by courtesy, and was eventually accepted at court. The smallfolk throughout the Seven Kingdoms cherished her, and she and Duncan were a favorite subject of singers for many years. Jenny was friends with a Ghost_of_High_Heart, a woods witch, whom she believed to be one of the children of the forest. The woman, whom Jenny brought to court, prophesied that the prince that was promised would be born from the line of Prince Aerys_II_Targaryen and Princess Rhaella_Targaryen. When Prince Jaehaerys heard the prophecy, he arranged a marriage between his two children. King Aegon and Prince Duncan were killed in the tragedy at Summerhall in 259 AC. It is uncertain if Jenny died in the fire or survived; according to a song, Jenny danced with her ghosts in the hall of kings, though this may be speaking of her life at Oldstones. When Catelyn_Stark was twelve, she camped at Oldstones while traveling to Seagard with her father, Lord Hoster_Tully. Catelyn and Petyr_Baelish, her father's ward, pretended to be Jenny and Duncan, with Catelyn winding flowers in her hair."
Penny Jenny,Penny_Jenny,"Jenny, better known as Penny Jenny, and later known as Redgrass Jenny, was a whore. Jenny was a camp follower, known as Penny Jenny. Among her known lovers was Ser Quentyn_Ball. The night before the Battle of the Redgrass Field, she slept with dozens of men, which earned her a new nickname, Redgrass Jenny. Within nine months after the battle, she gave birth to a son, Glendon_Flowers, who she claimed had been fathered by the famous Quentyn Ball. Some point after the war, Jenny established herself at a brothel, the Pussywillows. There she raised her son and daughter. After she died, the other women working at the Pussywillows raised her two children."
Jeor Mormont,Jeor_Mormont,"Jeor Mormont, also known as the Old Bear, is the 997th Lord Commander of the Night's Watch, which he commands from their headquarters, Castle Black. Jeor, previously head of House Mormont and Lord of Bear Island, abdicated his seat in favor of his son, Ser Jorah_Mormont, and joined the Night's Watch. In the television adaptation Game of Thrones, Jeor is portrayed by James Cosmo. Presumably prior to Robert's Rebellion,[N 1] Jeor abdicated his seat, leaving the lordship of Bear Island to his son, Ser Jorah_Mormont, and joined the Night's Watch. Jeor rapidly rose through the ranks and was elected Lord Commander in 288 AC; Ser Denys_Mallister removed his name from consideration when Jeor's was offered. Since the Mallisters distrust ironborn, Lord Commander Mormont kept Denys and Cotter_Pyke at opposite ends of the Wall. Jeor was deeply concerned by the declining power of the Watch and the rising threat of the wildlings living beyond the Wall. On the advice of his First Ranger, Benjen_Stark, he gave up the regular patrols used by his predecessor, Lord_Commander_Qorgyle, in favor of a more random system, varying the number of patrols and the days of their departure, to make it more difficult for the wildlings to know their comings and goings. Sometimes a larger force was sent to garrison one of the abandoned castles for a fortnight or a moon's turn as well. When Lord Jorah fled to the Free Cities to escape Lord Eddard_Stark's punishment for selling poachers into slavery, Jeor regained Longclaw, the Valyrian steel sword of House Mormont, which his son left behind. Jeor's sister, Maege_Mormont, became Lady of Bear Island with the exile of Jorah. Jeor has written cautionary notes about problematic brothers of the Watch for his eventual successor."
Jeremy Hightower,Jeremy_Hightower,"Jeremy Hightower was a Lord of the Hightower and a head of House Hightower. Jeremy fostered trade and built ever more ships to protect it, doubling Oldtown's wealth. He was succeeded by his son Jason_Hightower."
Jeremy Norridge,Jeremy_Norridge,"Jeremy Norridge was a knight from House Norridge during the reign of King Aegon_V_Targaryen. In his youth, Jeremy was a squire at Highgarden, where he befriended Prince Daeron_Targaryen_(son_of_Aegon_V), third son of King Aegon_V_Targaryen. The two became constant companions, to the point that Daeron broke his betrothal to Olenna_Redwyne in 246 AC. In 251 AC, Prince Daeron led an army against the rebels known as The_Rat,_the_Hawk,_and_the_Pig. Though they managed to quash the rebellion, Daeron was killed in battle, as was Jeremy, who died by his side."
Jeren,Jeren,Jeren is a recruit of the Night's Watch.
Jessamyn Manderly,Jessamyn_Manderly,"Jessamyn Manderly was a noblewoman from House Manderly and the daughter of Lord Theomore_Manderly. She had at least three brothers and a sister. When Queen Alysanne_Targaryen visited White Harbor in 58 AC during a royal progress, Jessamyn acted as Alysanne's cupbearer."
Jessamyn Redfort,Jessamyn_Redfort,"Jessamyn Redfort was a noblewoman from House Redfort during the reign of King Aegon_III_Targaryen. Jessamyn was a ""dear companion"" of Jeyne_Arryn, the Lady of the Eyrie. Jeyne, who never married, died in Jessamyn's arms at the Motherhouse of Maris in 134 AC."
Grey Jeyne,Grey_Jeyne,Grey Jeyne is one of the bastard's girls.
Red Jeyne,Red_Jeyne,Red Jeyne is one of the bastard's girls.
Squinty Jeyne,Squinty_Jeyne,"Jeyne, better known as Squinty Jeyne, was a peasant who lived on House Osgrey lands during the reign of King Aerys_I_Targaryen. She had a lackwit son, Big Rob."
Jeyne Arryn,Jeyne_Arryn,"Jeyne Arryn, called the Maiden of the Vale, was the Lady of the Eyrie and the head of House Arryn during the reign of kings Jaehaerys_I_Targaryen, Viserys_I_Targaryen, Aegon_II_Targaryen, and Aegon_III_Targaryen. In the television adaptation House of the Dragon, Jeyne is portrayed by Amanda Collin. Jeyne became Lady of the Eyrie in 97 AC when she was three years old, after her Lord_Arryn_(father_of_Jeyne) and older brothers were killed at the hands of the Stone Crows. She did not attend the Great Council of 101 AC. In her stead went Lord Yorbert_Royce, who served as Lord Protector and regent during Jeyne's minority. Jeyne's inheritance was twice contested by her cousin, Ser Arnold_Arryn. Consequently, he was imprisoned in one of the sky cells, while he and his descendants were disinherited from the Arryn line of succession by her last testament. Jeyne would later say that ""thrice"" her own kin had tried to replace her, but it was also clearly stated that Arnold only rebelled against her twice; possibly the third time was when she was initially named ruler of the Vale at only three years old, or when she came of age in 110 AC. On the death of Lady Rhea_Royce in 115 AC, her husband Prince Daemon_Targaryen appealed to Lady Jeyne in the hopes of claiming Runestone for himself. Jeyne not only rejected his claim, but also warned him that his presence in the Vale of Arryn was unwelcome."
Jeyne Beesbury,Jeyne_Beesbury,"Jeyne Beesbury is a noblewoman of House Beesbury and the wife of Rhaegar_Frey, with whom she has three children, Robert_Frey_(son_of_Rhaegar), Walda_Frey_(daughter_of_Rhaegar), and Jonos_Frey."
Jeyne Darry,Jeyne_Darry,"Jeyne Darry is the wife of Ser Cleos_Frey, the eldest son of Lady Genna_Lannister and Lord Emmon_Frey. They have two sons: Tywin_Frey and Willem_Frey. Jeyne's father was the lord of House Darry. She is the younger sister of Mariya_Darry and a sister of Ser Raymun_Darry."
Jeyne Farman,Jeyne_Farman,"Jeyne Farman is a noblewoman of House Farman. She is the sister of Lord Sebaston_Farman, the Lord of Fair Isle, and is the wife of Ser Gareth_Clifton. Jeyne was a childhood friend and bedmaid of Cersei_Lannister at Casterly Rock, along with another bedmaid and friend, Melara_Hetherspoon. In 276 AC, the girls attended the tourney hosted by Lord Tywin_Lannister in Lannisport in honor of Prince Viserys's birth. The first night of the tourney, Cersei decided to visit the witch woman Maggy_the_Frog with Melara and Jeyne to have their fortunes told, after Melara told them tales of Maggy's powers she had heard from the Casterly Rock serving girls, and because Cersei wanted to show her friends that a queen and a lioness had no fears. That night, Cersei and her friends sneaked out of their beds to seek Maggy's tent on the tourney grounds, with the timid Jeyne hanging back behind them. They entered the tent to find that the sorceress was sleeping, and Cersei kicked her bed and demanded she wake up and tell their fortunes. However, when Maggy opened her yellow and crusted eyes, the sight of them caused Jeyne to flee into the night, shrieking with fear, and she never heard her future. Later, Jeyne married one of her brother Lord Sebaston_Farman's bannermen, Ser Gareth_Clifton, and had a dozen children."
Jeyne Fossoway,Jeyne_Fossoway,Jeyne Fossoway is a member of House Fossoway of New Barrel. She is the wife of Ser Gunthor_Hightower.
Jeyne Fowler,Jeyne_Fowler,"Jeyne Fowler is a daughter of Lord Franklyn_Fowler, and a twin to Jennelyn_Fowler. Jeyne is the elder of the two. In her youth, Princess Arianne_Martell played in the pools of the Water Gardens with Jeyne and Jennelyn_Fowler, riding one of the twins' shoulders."
Jeyne Goodbrook,Jeyne_Goodbrook,Jeyne Goodbrook is the only daughter of Ser Garse_Goodbrook and Kyra_Frey.
Jeyne Harroway,Jeyne_Harroway,"Jeyne Harroway was one of the daughters of Lord Lucas_Harroway of Harrenhal, and the sister of Queen Alys_Harroway, one of King Maegor_I_Targaryen's many wives. When her sister Alys_Harroway became pregnant in 44 AC, Jeyne and her other sister Hanna_Harroway assisted Grand Maester Desmond with Alys's care as the queen was confined to her bed. When Alys gave birth to a monstrous stillborn boy three months later, Jeyne and Hanna were the only ones spared from Maegor's wroth. Later, when the Kingsguard arrived at Alys's chambers to arrest her, Jeyne and her sister Hanna were cut down trying to protect Alys."
Jeyne Heddle,Jeyne_Heddle,"Jeyne Heddle, called Long Jeyne for her height, is a member of the Heddle family. She has a younger sister, Willow_Heddle. According to the Elder Brother, the sisters are nieces of Masha_Heddle, the innkeep of the inn at the crossroads. According to a semi-canon source, Masha is their great-aunt."
Jeyne Lothston,Jeyne_Lothston,"Jeyne Lothston was a noblewoman from House Lothston and the daughter of Lord Lucas_Lothston_(husband_of_Falena) and Lady Falena_Stokeworth. She was King Aegon_IV_Targaryen's eighth mistress, and rumored to have been possibly fathered by the king himself. Jeyne was brought to court by her mother, Falena_Stokeworth, in 178 AC, when she was fourteen. King Aegon_IV_Targaryen made Lord Lucas_Lothston_(husband_of_Falena) of Harrenhal his new Hand, and it was said (but never proved) that he enjoyed mother and daughter together in the same bed. Aegon soon gave Jeyne a pox he had caught from the whores he had seen after Lady Bethany_Bracken's execution, and the Lothstons were then all sent from court."
Jeyne Lydden,Jeyne_Lydden,"Jeyne Lydden was a noblewoman from House Lydden. Her relation to Lewys_Lydden, the Lord of the Deep Den, is unknown. She was the second wife of Ser Stevron_Frey. They had two children, Aegon and Maegelle_Frey. Jeyne died of a fall from a horse."
Jeyne Manderly,Jeyne_Manderly,"Jeyne Manderly was a noblewoman from House Manderly during the second century of the Targaryen era. She married Rickon_Stark_(son_of_Cregan), the heir of Lord Cregan_Stark of Winterfell. Together they had two daughters, Sansa_Stark_(daughter_of_Rickon) and Serena_Stark."
Jeyne Marbrand,Jeyne_Marbrand,"Jeyne Marbrand was a member of House Marbrand who became Lady of Casterly Rock. She was the wife of Lord Tytos_Lannister and mother to his five children, including the present lord, Tywin_Lannister. The daughter of Alyn_Marbrand,[N 1] Lord of Ashemark, Jeyne was married to Tytos_Lannister in 235 AC, in a double ceremony with Tytos's older brother, Ser Tion_Lannister, who married Lady Ellyn_Reyne."
Jeyne Merryweather,Jeyne_Merryweather,"Jeyne Merryweather was a member of House Merryweather during the reign of King Aegon_III_Targaryen. In 133 AC, the Maiden's Day Ball was held at the Red Keep to find a second wife and new queen for King Aegon_III_Targaryen. Many maidens across Westeros came to King's Landing in hopes of marrying the young king. Jeyne was one of the many maidens who suffered what was called the ""Maiden's Day curse"" by being injured or scandalized after the ball was announced. In Jeyne's case, a rumor spread that she, Jeyne_Mooton, and Jeyne Smallwood (known as the ""three Jeynes"") liked to dress in squire's garb, visiting the brothels along the Street of Silk to kiss and fondle the women there as if they were boys. It is possible that this was a rumor fabricated by Lord Unwin_Peake, the Hand of the King, who wished to promote his Myrielle_Peake as Aegon III's second queen."
Jeyne Mooton,Jeyne_Mooton,"Jeyne Mooton was a member of House Mooton during the reign of King Aegon_III_Targaryen. In 133 AC, the Maiden's Day Ball was held at the Red Keep to find a second wife and new queen for King Aegon_III_Targaryen. Many maidens across Westeros came to King's Landing in hopes of marrying the young king. Jeyne was one of the many maidens who suffered what was called the ""Maiden's Day curse"" by being injured or scandalized after the ball was announced. In Jeyne's case, a rumor spread that she, Jeyne_Merryweather, and Jeyne Smallwood (known as the ""three Jeynes"") liked to dress in squire's garb, visiting the brothels along the Street of Silk to kiss and fondle the women there as if they were boys. It is possible that this was a rumor fabricated by Lord Unwin_Peake, the Hand of the King, who wished to promote his Myrielle_Peake as Aegon III's second queen."
Jeyne Poole,Jeyne_Poole,"Jeyne Poole is a member of House Poole and is the daughter of the steward of Winterfell, Vayon_Poole."
Jeyne Poore,Jeyne_Poore,"Jeyne Poore, known as Poxy Jeyne Poore, was a leader of the Poor Fellows during the Faith Militant uprising against King Maegor_I_Targaryen. Following the Faith Militant's defeats in 42 AC in the battles at Stonebridge and the Great Fork of the Blackwater, new leaders arose across the Seven Kingdoms in 43 AC. While the Warrior's Sons were all knights, the lower order of Poor Fellows contained male and female members. Poxy Jeyne led the Poor Fellows in the forested lands between King's Landing and Storm's End, making travel impassable. The forested terrain made Jeyne's cell more difficult to fight than others, and the kingswood was in close proximity to King's Landing. When King Maegor_I_Targaryen launched a new military campaign against the Faith Militant late in the year 45 AC, he targeted Jeyne's Poor Fellows. Scores of them were hunted down, and any taken alive were hanged if they refused to join the Night's Watch. Although Jeyne eluded Maegor's forces for some time, she was eventually betrayed by three followers who received pardons and knighthoods for turning her over to the king. Three septons with Maegor declared Jeyne to be a witch, and the king ordered her to be burned in a field by the Wendwater. On the day of Jeyne's execution, three hundred Poor Fellows and peasants under the leadership of Ser Horys_Hill attempted to rescue her. Jeyne's public execution was a trap to lure out her remaining followers, however, with Maegor's forces waiting and ready for them in an ambush. The rescuers were surrounded and slaughtered. After a year of campaigning, Maegor and his army returned to King's Landing in 46 AC in triumph, along with two thousand skulls which he questionably claimed to all have been Faith Militant. Other leaders of the Faith Militant had meanwhile regrown their strength, however. Septon Moon_(septon) openly preached against Maegor the Cruel to huge crowds in the riverlands and the Reach, and Ser Joffrey_Doggett had become the ruler in all but name of the hill country north of the Golden Tooth in the westerlands. Dennis_the_Lame and Ragged_Silas continued their efforts as well."
Jeyne Rivers,Jeyne_Rivers,Jeyne Rivers is a natural daughter of Lord Walder_Frey. Her mother has not been mentioned.
Jeyne Royce,Jeyne_Royce,Jeyne Royce was the first wife of Lord Jon_Arryn. Jeyne died giving birth to a stillborn daughter.
Jeyne Rowan,Jeyne_Rowan,"Jeyne Rowan was the Lady of Horn Hill during the reign of King Viserys_I_Targaryen. Lady Jeyne was married to Lord Donald Tarly. They had at least two daughters, Samantha_Tarly and Sansara_Tarly. As Samantha and Sansara lived during the Dance of the Dragons and shortly after, Lady Jeyne may have been the mother of Alan_Tarly, who was head of House Tarly during the Dance. It is unknown if she was still alive during the Dance."
Jeyne Swann,Jeyne_Swann,"Jeyne Swann was a member of House Swann during the reign of King Aerys_II_Targaryen. It is currently unknown if Jeyne is still alive in the main series. Her relation to Lord Gulian_Swann of Stonehelm, the current head of the House, is also unknown. Ser Barristan_Selmy rescued Lady Jeyne and her septa from the Kingswood Brotherhood defeating the Smiling_Knight and killing Simon_Toyne."
